Mod:Item:MetaData, Localized Name
undergroundbiomes:metamorphic_stone_densemetals_dense_lead_ore:1, Eclogite Dense Lead Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_lead_ore:2, Marble Dense Lead Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_lead_ore:3, Quartzite Dense Lead Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_lead_ore:4, Blue Schist Dense Lead Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_lead_ore:5, Green Schist Dense Lead Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_lead_ore:6, Soapstone Dense Lead Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_lead_ore:7, Migmatite Dense Lead Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_lead_ore:0, Limestone Dense Lead Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_lead_ore:1, Chalk Dense Lead Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_lead_ore:2, Shale Dense Lead Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_lead_ore:3, Siltstone Dense Lead Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_lead_ore:4, Lignite Block Dense Lead Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_lead_ore:5, Dolomite Dense Lead Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_lead_ore:6, Greywacke Dense Lead Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_lead_ore:7, Chert Dense Lead Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.lead.name:0, Red Granite Lead Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.lead.name:1, Black Granite Lead Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.lead.name:2, Rhyolite Lead Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.lead.name:3, Andesite Lead Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.lead.name:4, Gabbro Lead Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.lead.name:5, Basalt Lead Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.lead.name:6, Komatiite Lead Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.lead.name:7, Dacite Lead Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.lead.name:0, Gneiss Lead Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.lead.name:1, Eclogite Lead Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.lead.name:2, Marble Lead Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.lead.name:3, Quartzite Lead Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.lead.name:4, Blue Schist Lead Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.lead.name:5, Green Schist Lead Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.lead.name:6, Soapstone Lead Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.lead.name:7, Migmatite Lead Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.lead.name:0, Limestone Lead Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.lead.name:1, Chalk Lead Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.lead.name:2, Shale Lead Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.lead.name:3, Siltstone Lead Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.lead.name:4, Lignite Block Lead Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.lead.name:5, Dolomite Lead Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.lead.name:6, Greywacke Lead Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.lead.name:7, Chert Lead Ore
undergroundbiomes:igneous_stone_tile.gem_ore.ruby_ore:0, Red Granite Ruby Ore
undergroundbiomes:igneous_stone_tile.gem_ore.ruby_ore:1, Black Granite Ruby Ore
undergroundbiomes:igneous_stone_tile.gem_ore.ruby_ore:2, Rhyolite Ruby Ore
undergroundbiomes:igneous_stone_tile.gem_ore.ruby_ore:3, Andesite Ruby Ore
undergroundbiomes:igneous_stone_tile.gem_ore.ruby_ore:4, Gabbro Ruby Ore
undergroundbiomes:igneous_stone_tile.gem_ore.ruby_ore:5, Basalt Ruby Ore
undergroundbiomes:igneous_stone_tile.gem_ore.ruby_ore:6, Komatiite Ruby Ore
undergroundbiomes:igneous_stone_tile.gem_ore.ruby_ore:7, Dacite Ruby Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.ruby_ore:0, Gneiss Ruby Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.ruby_ore:1, Eclogite Ruby Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.ruby_ore:2, Marble Ruby Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.ruby_ore:3, Quartzite Ruby Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.ruby_ore:4, Blue Schist Ruby Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.ruby_ore:5, Green Schist Ruby Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.ruby_ore:6, Soapstone Ruby Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.ruby_ore:7, Migmatite Ruby Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.ruby_ore:0, Limestone Ruby Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.ruby_ore:1, Chalk Ruby Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.ruby_ore:2, Shale Ruby Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.ruby_ore:3, Siltstone Ruby Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.ruby_ore:4, Lignite Block Ruby Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.ruby_ore:5, Dolomite Ruby Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.ruby_ore:6, Greywacke Ruby Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.ruby_ore:7, Chert Ruby Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.aluminum.name:0, Red Granite Aluminum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.aluminum.name:1, Black Granite Aluminum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.aluminum.name:2, Rhyolite Aluminum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.aluminum.name:3, Andesite Aluminum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.aluminum.name:4, Gabbro Aluminum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.aluminum.name:5, Basalt Aluminum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.aluminum.name:6, Komatiite Aluminum Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.aluminum.name:7, Dacite Aluminum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.aluminum.name:0, Gneiss Aluminum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.aluminum.name:1, Eclogite Aluminum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.aluminum.name:2, Marble Aluminum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.aluminum.name:3, Quartzite Aluminum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.aluminum.name:4, Blue Schist Aluminum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.aluminum.name:5, Green Schist Aluminum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.aluminum.name:6, Soapstone Aluminum Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.aluminum.name:7, Migmatite Aluminum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.aluminum.name:0, Limestone Aluminum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.aluminum.name:1, Chalk Aluminum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.aluminum.name:2, Shale Aluminum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.aluminum.name:3, Siltstone Aluminum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.aluminum.name:4, Lignite Block Aluminum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.aluminum.name:5, Dolomite Aluminum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.aluminum.name:6, Greywacke Aluminum Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.aluminum.name:7, Chert Aluminum Ore
undergroundbiomes:igneous_stone_densemetals_dense_emerald_ore:0, Red Granite Dense Emerald Ore
undergroundbiomes:igneous_stone_densemetals_dense_emerald_ore:1, Black Granite Dense Emerald Ore
undergroundbiomes:igneous_stone_densemetals_dense_emerald_ore:2, Rhyolite Dense Emerald Ore
undergroundbiomes:igneous_stone_densemetals_dense_emerald_ore:3, Andesite Dense Emerald Ore
undergroundbiomes:igneous_stone_densemetals_dense_emerald_ore:4, Gabbro Dense Emerald Ore
undergroundbiomes:igneous_stone_densemetals_dense_emerald_ore:5, Basalt Dense Emerald Ore
undergroundbiomes:igneous_stone_densemetals_dense_emerald_ore:6, Komatiite Dense Emerald Ore
undergroundbiomes:igneous_stone_densemetals_dense_emerald_ore:7, Dacite Dense Emerald Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_emerald_ore:0, Gneiss Dense Emerald Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_emerald_ore:1, Eclogite Dense Emerald Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_emerald_ore:2, Marble Dense Emerald Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_emerald_ore:3, Quartzite Dense Emerald Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_emerald_ore:4, Blue Schist Dense Emerald Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_emerald_ore:5, Green Schist Dense Emerald Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_emerald_ore:6, Soapstone Dense Emerald Ore
undergroundbiomes:metamorphic_stone_densemetals_dense_emerald_ore:7, Migmatite Dense Emerald Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_emerald_ore:0, Limestone Dense Emerald Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_emerald_ore:1, Chalk Dense Emerald Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_emerald_ore:2, Shale Dense Emerald Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_emerald_ore:3, Siltstone Dense Emerald Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_emerald_ore:4, Lignite Block Dense Emerald Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_emerald_ore:5, Dolomite Dense Emerald Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_emerald_ore:6, Greywacke Dense Emerald Ore
undergroundbiomes:sedimentary_stone_densemetals_dense_emerald_ore:7, Chert Dense Emerald Ore
undergroundbiomes:igneous_stone_redstone_ore:0, Red Granite Redstone Ore
undergroundbiomes:igneous_stone_redstone_ore:1, Black Granite Redstone Ore
undergroundbiomes:igneous_stone_redstone_ore:2, Rhyolite Redstone Ore
undergroundbiomes:igneous_stone_redstone_ore:3, Andesite Redstone Ore
undergroundbiomes:igneous_stone_redstone_ore:4, Gabbro Redstone Ore
undergroundbiomes:igneous_stone_redstone_ore:5, Basalt Redstone Ore
undergroundbiomes:igneous_stone_redstone_ore:6, Komatiite Redstone Ore
undergroundbiomes:igneous_stone_redstone_ore:7, Dacite Redstone Ore
undergroundbiomes:metamorphic_stone_redstone_ore:0, Gneiss Redstone Ore
undergroundbiomes:metamorphic_stone_redstone_ore:1, Eclogite Redstone Ore
undergroundbiomes:metamorphic_stone_redstone_ore:2, Marble Redstone Ore
undergroundbiomes:metamorphic_stone_redstone_ore:3, Quartzite Redstone Ore
undergroundbiomes:metamorphic_stone_redstone_ore:4, Blue Schist Redstone Ore
undergroundbiomes:metamorphic_stone_redstone_ore:5, Green Schist Redstone Ore
undergroundbiomes:metamorphic_stone_redstone_ore:6, Soapstone Redstone Ore
undergroundbiomes:metamorphic_stone_redstone_ore:7, Migmatite Redstone Ore
undergroundbiomes:sedimentary_stone_redstone_ore:0, Limestone Redstone Ore
undergroundbiomes:sedimentary_stone_redstone_ore:1, Chalk Redstone Ore
undergroundbiomes:sedimentary_stone_redstone_ore:2, Shale Redstone Ore
undergroundbiomes:sedimentary_stone_redstone_ore:3, Siltstone Redstone Ore
undergroundbiomes:sedimentary_stone_redstone_ore:4, Lignite Block Redstone Ore
undergroundbiomes:sedimentary_stone_redstone_ore:5, Dolomite Redstone Ore
undergroundbiomes:sedimentary_stone_redstone_ore:6, Greywacke Redstone Ore
undergroundbiomes:sedimentary_stone_redstone_ore:7, Chert Redstone Ore
undergroundbiomes:igneous_stone_coal_ore:0, Red Granite Coal Ore
undergroundbiomes:igneous_stone_coal_ore:1, Black Granite Coal Ore
undergroundbiomes:igneous_stone_coal_ore:2, Rhyolite Coal Ore
undergroundbiomes:igneous_stone_coal_ore:3, Andesite Coal Ore
undergroundbiomes:igneous_stone_coal_ore:4, Gabbro Coal Ore
undergroundbiomes:igneous_stone_coal_ore:5, Basalt Coal Ore
undergroundbiomes:igneous_stone_coal_ore:6, Komatiite Coal Ore
undergroundbiomes:igneous_stone_coal_ore:7, Dacite Coal Ore
undergroundbiomes:metamorphic_stone_coal_ore:0, Gneiss Coal Ore
undergroundbiomes:metamorphic_stone_coal_ore:1, Eclogite Coal Ore
undergroundbiomes:metamorphic_stone_coal_ore:2, Marble Coal Ore
undergroundbiomes:metamorphic_stone_coal_ore:3, Quartzite Coal Ore
undergroundbiomes:metamorphic_stone_coal_ore:4, Blue Schist Coal Ore
undergroundbiomes:metamorphic_stone_coal_ore:5, Green Schist Coal Ore
undergroundbiomes:metamorphic_stone_coal_ore:6, Soapstone Coal Ore
undergroundbiomes:metamorphic_stone_coal_ore:7, Migmatite Coal Ore
undergroundbiomes:sedimentary_stone_coal_ore:0, Limestone Coal Ore
undergroundbiomes:sedimentary_stone_coal_ore:1, Chalk Coal Ore
undergroundbiomes:sedimentary_stone_coal_ore:2, Shale Coal Ore
undergroundbiomes:sedimentary_stone_coal_ore:3, Siltstone Coal Ore
undergroundbiomes:sedimentary_stone_coal_ore:4, Lignite Block Coal Ore
undergroundbiomes:sedimentary_stone_coal_ore:5, Dolomite Coal Ore
undergroundbiomes:sedimentary_stone_coal_ore:6, Greywacke Coal Ore
undergroundbiomes:sedimentary_stone_coal_ore:7, Chert Coal Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:0, Red Granite Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:1, Black Granite Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:2, Rhyolite Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:3, Andesite Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:4, Gabbro Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:5, Basalt Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:6, Komatiite Iridium Ore
undergroundbiomes:igneous_stone_tile.thermalfoundation.ore.iridium.name:7, Dacite Iridium Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.iridium.name:0, Gneiss Iridium Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.iridium.name:1, Eclogite Iridium Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.iridium.name:2, Marble Iridium Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.iridium.name:3, Quartzite Iridium Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.iridium.name:4, Blue Schist Iridium Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.iridium.name:5, Green Schist Iridium Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.iridium.name:6, Soapstone Iridium Ore
undergroundbiomes:metamorphic_stone_tile.thermalfoundation.ore.iridium.name:7, Migmatite Iridium Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.iridium.name:0, Limestone Iridium Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.iridium.name:1, Chalk Iridium Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.iridium.name:2, Shale Iridium Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.iridium.name:3, Siltstone Iridium Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.iridium.name:4, Lignite Block Iridium Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.iridium.name:5, Dolomite Iridium Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.iridium.name:6, Greywacke Iridium Ore
undergroundbiomes:sedimentary_stone_tile.thermalfoundation.ore.iridium.name:7, Chert Iridium Ore
undergroundbiomes:igneous_stone_baseminerals_sulfur_ore:0, Red Granite Sulfur Ore
undergroundbiomes:igneous_stone_baseminerals_sulfur_ore:1, Black Granite Sulfur Ore
undergroundbiomes:igneous_stone_baseminerals_sulfur_ore:2, Rhyolite Sulfur Ore
undergroundbiomes:igneous_stone_baseminerals_sulfur_ore:3, Andesite Sulfur Ore
undergroundbiomes:igneous_stone_baseminerals_sulfur_ore:4, Gabbro Sulfur Ore
undergroundbiomes:igneous_stone_baseminerals_sulfur_ore:5, Basalt Sulfur Ore
undergroundbiomes:igneous_stone_baseminerals_sulfur_ore:6, Komatiite Sulfur Ore
undergroundbiomes:igneous_stone_baseminerals_sulfur_ore:7, Dacite Sulfur Ore
undergroundbiomes:metamorphic_stone_baseminerals_sulfur_ore:0, Gneiss Sulfur Ore
undergroundbiomes:metamorphic_stone_baseminerals_sulfur_ore:1, Eclogite Sulfur Ore
undergroundbiomes:metamorphic_stone_baseminerals_sulfur_ore:2, Marble Sulfur Ore
undergroundbiomes:metamorphic_stone_baseminerals_sulfur_ore:3, Quartzite Sulfur Ore
undergroundbiomes:metamorphic_stone_baseminerals_sulfur_ore:4, Blue Schist Sulfur Ore
undergroundbiomes:metamorphic_stone_baseminerals_sulfur_ore:5, Green Schist Sulfur Ore
undergroundbiomes:metamorphic_stone_baseminerals_sulfur_ore:6, Soapstone Sulfur Ore
undergroundbiomes:metamorphic_stone_baseminerals_sulfur_ore:7, Migmatite Sulfur Ore
undergroundbiomes:sedimentary_stone_baseminerals_sulfur_ore:0, Limestone Sulfur Ore
undergroundbiomes:sedimentary_stone_baseminerals_sulfur_ore:1, Chalk Sulfur Ore
undergroundbiomes:sedimentary_stone_baseminerals_sulfur_ore:2, Shale Sulfur Ore
undergroundbiomes:sedimentary_stone_baseminerals_sulfur_ore:3, Siltstone Sulfur Ore
undergroundbiomes:sedimentary_stone_baseminerals_sulfur_ore:4, Lignite Block Sulfur Ore
undergroundbiomes:sedimentary_stone_baseminerals_sulfur_ore:5, Dolomite Sulfur Ore
undergroundbiomes:sedimentary_stone_baseminerals_sulfur_ore:6, Greywacke Sulfur Ore
undergroundbiomes:sedimentary_stone_baseminerals_sulfur_ore:7, Chert Sulfur Ore
undergroundbiomes:igneous_stone_rftools_dimensional_shard_ore:0, Red Granite Dimensional Shard Ore
undergroundbiomes:igneous_stone_rftools_dimensional_shard_ore:1, Black Granite Dimensional Shard Ore
undergroundbiomes:igneous_stone_rftools_dimensional_shard_ore:2, Rhyolite Dimensional Shard Ore
undergroundbiomes:igneous_stone_rftools_dimensional_shard_ore:3, Andesite Dimensional Shard Ore
undergroundbiomes:igneous_stone_rftools_dimensional_shard_ore:4, Gabbro Dimensional Shard Ore
undergroundbiomes:igneous_stone_rftools_dimensional_shard_ore:5, Basalt Dimensional Shard Ore
undergroundbiomes:igneous_stone_rftools_dimensional_shard_ore:6, Komatiite Dimensional Shard Ore
undergroundbiomes:igneous_stone_rftools_dimensional_shard_ore:7, Dacite Dimensional Shard Ore
undergroundbiomes:metamorphic_stone_rftools_dimensional_shard_ore:0, Gneiss Dimensional Shard Ore
undergroundbiomes:metamorphic_stone_rftools_dimensional_shard_ore:1, Eclogite Dimensional Shard Ore
undergroundbiomes:metamorphic_stone_rftools_dimensional_shard_ore:2, Marble Dimensional Shard Ore
undergroundbiomes:metamorphic_stone_rftools_dimensional_shard_ore:3, Quartzite Dimensional Shard Ore
undergroundbiomes:metamorphic_stone_rftools_dimensional_shard_ore:4, Blue Schist Dimensional Shard Ore
undergroundbiomes:metamorphic_stone_rftools_dimensional_shard_ore:5, Green Schist Dimensional Shard Ore
undergroundbiomes:metamorphic_stone_rftools_dimensional_shard_ore:6, Soapstone Dimensional Shard Ore
